DeviceTag: Movella DOT2,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-05-19 17:43:48.635,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
1123788,1.0000,0.0009,-0.0005,0.0002,0.0086,0.0100,0.3262,0.2639,0.3077,9.7867,0.0536,-0.0311,0.0096,-0.2859,0.3716,-0.0632,0.9399,0.0092,-0.0171,-0.3408,1.6609,-1.4871,-39.8778,0
1124122,1.0000,0.0009,-0.0005,0.0001,0.0084,0.0098,0.3263,0.2587,0.3040,9.7888,0.0542,-0.0323,0.0089,-0.2864,0.3730,-0.0632,0.9399,0.0092,-0.0172,-0.3408,1.6619,-1.4894,-39.8807,0
1124455,1.0000,0.0009,-0.0005,0.0002,0.0086,0.0099,0.3259,0.2638,0.3056,9.7775,0.0539,-0.0314,0.0096,-0.2869,0.3755,-0.0647,0.9399,0.0092,-0.0172,-0.3408,1.6623,-1.4901,-39.8813,0
1124788,1.0000,0.0009,-0.0005,0.0002,0.0085,0.0097,0.3255,0.2615,0.3003,9.7646,0.0538,-0.0309,0.0097,-0.2834,0.3735,-0.0603,0.9399,0.0092,-0.0172,-0.3408,1.6626,-1.4898,-39.8809,0
1125122,1.0000,0.0009,-0.0005,0.0002,0.0089,0.0095,0.3256,0.2714,0.2927,9.7677,0.0527,-0.0307,0.0099,-0.2878,0.3750,-0.0642,0.9399,0.0092,-0.0172,-0.3408,1.6608,-1.4891,-39.8801,0
1125455,1.0000,0.0009,-0.0005,0.0002,0.0086,0.0096,0.3257,0.2618,0.2976,9.7708,0.0536,-0.0304,0.0099,-0.2869,0.3701,-0.0627,0.9399,0.0092,-0.0171,-0.3408,1.6606,-1.4878,-39.8802,0
1125788,1.0000,0.0009,-0.0005,0.0002,0.0087,0.0101,0.3259,0.2657,0.3128,9.7769,0.0535,-0.0316,0.0097,-0.2878,0.3706,-0.0632,0.9399,0.0092,-0.0172,-0.3408,1.6602,-1.4888,-39.8817,0
1126122,1.0000,0.0009,-0.0005,0.0002,0.0087,0.0098,0.3260,0.2652,0.3026,9.7805,0.0539,-0.0307,0.0104,-0.2849,0.3740,-0.0679,0.9399,0.0092,-0.0171,-0.3408,1.6606,-1.4882,-39.8795,0
1126455,1.0000,0.0009,-0.0005,0.0002,0.0085,0.0101,0.3261,0.2610,0.3101,9.7830,0.0530,-0.0312,0.0110,-0.2849,0.3750,-0.0662,0.9399,0.0092,-0.0171,-0.3408,1.6592,-1.4885,-39.8765,0
1126788,1.0000,0.0009,-0.0005,0.0002,0.0083,0.0095,0.3257,0.2557,0.2928,9.7702,0.0543,-0.0316,0.0097,-0.2869,0.3726,-0.0662,0.9399,0.0092,-0.0172,-0.3408,1.6604,-1.4895,-39.8772,0
1127122,1.0000,0.0009,-0.0005,0.0002,0.0087,0.0094,0.3261,0.2666,0.2894,9.7818,0.0536,-0.0312,0.0109,-0.2893,0.3735,-0.0652,0.9400,0.0092,-0.0172,-0.3408,1.6602,-1.4898,-39.8751,0
1127455,1.0000,0.0009,-0.0005,0.0002,0.0085,0.0096,0.3259,0.2588,0.2982,9.7774,0.0542,-0.0318,0.0095,-0.2869,0.3721,-0.0662,0.9399,0.0092,-0.0172,-0.3408,1.6611,-1.4912,-39.8768,0
1127788,1.0000,0.0009,-0.0005,0.0002,0.0087,0.0100,0.3257,0.2666,0.3091,9.7715,0.0526,-0.0314,0.0112,-0.2888,0.3735,-0.0632,0.9399,0.0092,-0.0172,-0.3408,1.6590,-1.4918,-39.8757,0
1128122,1.0000,0.0009,-0.0005,0.0002,0.0083,0.0099,0.3259,0.2533,0.3070,9.7779,0.0532,-0.0309,0.0107,-0.2874,0.3740,-0.0667,0.9400,0.0092,-0.0172,-0.3407,1.6580,-1.4916,-39.8740,0
1128455,1.0000,0.0009,-0.0005,0.0002,0.0085,0.0097,0.3257,0.2598,0.2991,9.7713,0.0544,-0.0317,0.0099,-0.2888,0.3755,-0.0642,0.9400,0.0092,-0.0172,-0.3407,1.6594,-1.4928,-39.8735,0
