DeviceTag: Movella DOT0,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-05-19 17:29:14.031,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
1113455,1.0000,-0.0002,-0.0004,0.0007,0.0081,0.0011,0.3167,0.2455,0.0319,9.5005,-0.0109,-0.0227,0.0432,0.1194,0.3652,-0.9133,0.9861,0.0043,-0.0128,0.1654,0.2438,-1.5290,19.0405,0
1113788,1.0000,-0.0002,-0.0003,0.0007,0.0086,0.0012,0.3173,0.2607,0.0337,9.5190,-0.0099,-0.0201,0.0425,0.1213,0.3643,-0.9109,0.9861,0.0043,-0.0128,0.1654,0.2450,-1.5250,19.0386,0
1114122,1.0000,-0.0002,-0.0004,0.0007,0.0084,0.0015,0.3168,0.2559,0.0430,9.5044,-0.0103,-0.0217,0.0431,0.1199,0.3628,-0.9182,0.9861,0.0043,-0.0128,0.1654,0.2453,-1.5241,19.0380,0
1114455,1.0000,-0.0002,-0.0004,0.0007,0.0082,0.0022,0.3162,0.2482,0.0629,9.4874,-0.0107,-0.0212,0.0425,0.1199,0.3628,-0.9138,0.9861,0.0043,-0.0127,0.1654,0.2450,-1.5222,19.0359,0
1114788,1.0000,-0.0002,-0.0004,0.0007,0.0083,0.0014,0.3161,0.2531,0.0386,9.4841,-0.0116,-0.0242,0.0421,0.1218,0.3638,-0.9143,0.9861,0.0043,-0.0128,0.1653,0.2429,-1.5261,19.0335,0
1115122,1.0000,-0.0002,-0.0004,0.0007,0.0084,0.0014,0.3173,0.2542,0.0395,9.5193,-0.0105,-0.0218,0.0437,0.1199,0.3643,-0.9138,0.9861,0.0043,-0.0128,0.1654,0.2429,-1.5253,19.0338,0
1115455,1.0000,-0.0002,-0.0004,0.0007,0.0086,0.0017,0.3170,0.2614,0.0495,9.5085,-0.0110,-0.0236,0.0426,0.1189,0.3633,-0.9124,0.9861,0.0043,-0.0128,0.1653,0.2420,-1.5281,19.0327,0
1115789,1.0000,-0.0002,-0.0004,0.0007,0.0089,0.0014,0.3170,0.2693,0.0400,9.5107,-0.0109,-0.0214,0.0434,0.1208,0.3647,-0.9128,0.9861,0.0043,-0.0128,0.1653,0.2411,-1.5266,19.0318,0
1116122,1.0000,-0.0002,-0.0003,0.0007,0.0082,0.0015,0.3166,0.2482,0.0441,9.4968,-0.0107,-0.0201,0.0441,0.1208,0.3652,-0.9099,0.9861,0.0043,-0.0128,0.1653,0.2406,-1.5228,19.0322,0
1116455,1.0000,-0.0002,-0.0003,0.0007,0.0076,0.0016,0.3156,0.2325,0.0462,9.4694,-0.0093,-0.0201,0.0438,0.1228,0.3613,-0.9133,0.9861,0.0043,-0.0127,0.1653,0.2429,-1.5187,19.0332,0
