DeviceTag: Movella DOT1,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-05-19 17:29:13.917,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
1111455,1.0000,0.0005,-0.0002,0.0003,0.0077,0.0055,0.3113,0.2314,0.1690,9.3381,0.0281,-0.0091,0.0164,0.1226,0.4143,-0.6870,0.9905,0.0106,-0.0109,0.1363,1.0354,-1.4026,15.6614,0
1111788,1.0000,0.0005,-0.0002,0.0003,0.0079,0.0057,0.3106,0.2370,0.1736,9.3183,0.0271,-0.0094,0.0164,0.1245,0.4119,-0.6880,0.9905,0.0106,-0.0109,0.1363,1.0351,-1.4026,15.6618,0
1112122,1.0000,0.0004,-0.0002,0.0003,0.0076,0.0055,0.3108,0.2281,0.1677,9.3232,0.0261,-0.0098,0.0162,0.1240,0.4128,-0.6875,0.9905,0.0106,-0.0109,0.1363,1.0328,-1.4035,15.6623,0
1112455,1.0000,0.0005,-0.0002,0.0003,0.0076,0.0047,0.3107,0.2298,0.1465,9.3195,0.0273,-0.0093,0.0152,0.1230,0.4133,-0.6904,0.9905,0.0106,-0.0109,0.1363,1.0329,-1.4033,15.6609,0
1112788,1.0000,0.0005,-0.0001,0.0003,0.0079,0.0055,0.3111,0.2377,0.1685,9.3323,0.0274,-0.0089,0.0167,0.1257,0.4143,-0.6924,0.9905,0.0106,-0.0109,0.1363,1.0331,-1.4025,15.6623,0
1113122,1.0000,0.0004,-0.0002,0.0003,0.0077,0.0059,0.3110,0.2322,0.1814,9.3312,0.0258,-0.0094,0.0166,0.1255,0.4133,-0.6870,0.9905,0.0106,-0.0109,0.1364,1.0304,-1.4027,15.6635,0
1113455,1.0000,0.0005,-0.0002,0.0003,0.0076,0.0052,0.3112,0.2303,0.1612,9.3358,0.0272,-0.0095,0.0163,0.1240,0.4128,-0.6860,0.9905,0.0106,-0.0109,0.1364,1.0303,-1.4030,15.6643,0
1113788,1.0000,0.0005,-0.0002,0.0003,0.0079,0.0053,0.3112,0.2370,0.1644,9.3374,0.0276,-0.0094,0.0151,0.1250,0.4119,-0.6855,0.9905,0.0106,-0.0109,0.1363,1.0310,-1.4031,15.6624,0
1114122,1.0000,0.0005,-0.0001,0.0002,0.0082,0.0054,0.3114,0.2465,0.1659,9.3412,0.0272,-0.0084,0.0144,0.1216,0.4133,-0.6885,0.9905,0.0106,-0.0109,0.1363,1.0310,-1.4011,15.6600,0
1114455,1.0000,0.0005,-0.0001,0.0003,0.0076,0.0056,0.3108,0.2280,0.1721,9.3231,0.0272,-0.0088,0.0155,0.1255,0.4099,-0.6890,0.9905,0.0106,-0.0109,0.1363,1.0309,-1.4000,15.6586,0
1114788,1.0000,0.0004,-0.0002,0.0003,0.0075,0.0054,0.3109,0.2266,0.1657,9.3281,0.0267,-0.0106,0.0164,0.1240,0.4133,-0.6899,0.9905,0.0106,-0.0109,0.1363,1.0298,-1.4024,15.6597,0
1115122,1.0000,0.0005,-0.0002,0.0003,0.0077,0.0051,0.3111,0.2339,0.1570,9.3338,0.0271,-0.0097,0.0157,0.1255,0.4143,-0.6870,0.9905,0.0106,-0.0109,0.1363,1.0295,-1.4031,15.6590,0
1115455,1.0000,0.0005,-0.0002,0.0003,0.0078,0.0059,0.3113,0.2361,0.1802,9.3403,0.0270,-0.0100,0.0170,0.1218,0.4099,-0.6929,0.9905,0.0106,-0.0109,0.1363,1.0291,-1.4042,15.6610,0
1115789,1.0000,0.0005,-0.0001,0.0003,0.0082,0.0055,0.3118,0.2467,0.1703,9.3529,0.0271,-0.0087,0.0154,0.1255,0.4128,-0.6855,0.9905,0.0106,-0.0109,0.1363,1.0288,-1.4028,15.6599,0
1116122,1.0000,0.0005,-0.0001,0.0003,0.0078,0.0051,0.3112,0.2366,0.1570,9.3349,0.0272,-0.0081,0.0154,0.1245,0.4114,-0.6880,0.9905,0.0106,-0.0109,0.1363,1.0287,-1.4004,15.6590,0
1116455,1.0000,0.0005,-0.0002,0.0003,0.0073,0.0056,0.3105,0.2212,0.1715,9.3136,0.0278,-0.0092,0.0169,0.1250,0.4128,-0.6895,0.9905,0.0106,-0.0109,0.1363,1.0297,-1.4001,15.6607,0
1116789,1.0000,0.0005,-0.0002,0.0003,0.0078,0.0060,0.3109,0.2345,0.1855,9.3271,0.0274,-0.0099,0.0161,0.1233,0.4133,-0.6919,0.9905,0.0106,-0.0109,0.1363,1.0300,-1.4011,15.6602,0
1117122,1.0000,0.0004,-0.0002,0.0003,0.0081,0.0057,0.3116,0.2439,0.1750,9.3466,0.0266,-0.0096,0.0167,0.1255,0.4124,-0.6885,0.9905,0.0106,-0.0109,0.1363,1.0287,-1.4017,15.6612,0
1117455,1.0000,0.0004,-0.0001,0.0003,0.0080,0.0049,0.3119,0.2417,0.1520,9.3566,0.0268,-0.0087,0.0168,0.1245,0.4128,-0.6899,0.9905,0.0106,-0.0109,0.1364,1.0279,-1.4003,15.6630,0
1117789,1.0000,0.0005,-0.0001,0.0003,0.0076,0.0051,0.3118,0.2306,0.1571,9.3534,0.0276,-0.0090,0.0155,0.1235,0.4109,-0.6895,0.9905,0.0106,-0.0109,0.1363,1.0285,-1.3996,15.6618,0
