DeviceTag: Movella DOT4,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 20,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-05-28 13:11:33.505,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
35583,1.0000,-0.0047,0.0044,0.0032,-0.0171,-0.2202,0.4281,-0.3931,-4.4425,8.5388,-0.1869,0.1774,0.1271,0.2988,0.9377,-0.8027,0.9419,-0.2343,-0.0400,0.2373,-27.4359,2.0506,27.7755,0
36083,1.0000,-0.0030,0.0079,0.0007,-0.0135,-0.2290,0.4395,-0.3425,-4.6061,8.7747,-0.1203,0.3147,0.0294,0.3008,0.9429,-0.7939,0.9417,-0.2399,-0.0311,0.2337,-27.8437,3.0726,27.1124,0
36583,1.0000,-0.0048,0.0035,0.0003,-0.0285,-0.2248,0.4150,-0.6007,-4.5348,8.2762,-0.1926,0.1388,0.0107,0.3105,0.9485,-0.7886,0.9411,-0.2459,-0.0289,0.2304,-28.4857,3.3725,26.6574,0
37083,1.0000,-0.0068,0.0008,0.0037,-0.0342,-0.2239,0.4203,-0.7078,-4.5334,8.3745,-0.2713,0.0326,0.1470,0.3137,0.9504,-0.7744,0.9389,-0.2529,-0.0281,0.2319,-29.2751,3.6982,26.7785,0
37583,0.9999,-0.0091,0.0038,0.0051,-0.0368,-0.2301,0.4098,-0.7914,-4.6714,8.1513,-0.3624,0.1509,0.2040,0.3240,0.9614,-0.7651,0.9357,-0.2626,-0.0246,0.2342,-30.2929,4.4155,26.9062,0
38083,0.9999,0.0133,-0.0107,0.0001,-0.0366,-0.2497,0.4271,-0.6400,-4.8804,8.6153,0.5308,-0.4295,0.0021,0.3115,0.9514,-0.7856,0.9391,-0.2477,-0.0308,0.2362,-28.7212,3.3937,27.3641,0
38583,0.9982,0.0553,-0.0230,-0.0012,-0.0340,-0.2282,0.3617,-0.5072,-4.1587,7.4934,2.2129,-0.9208,-0.0462,0.2905,0.8918,-0.8638,0.9510,-0.1902,-0.0391,0.2408,-22.3758,0.9934,28.2202,0
39083,0.9935,0.1108,-0.0229,-0.0086,0.0016,-0.1714,0.4772,0.2817,-2.3519,9.8825,4.4430,-0.9191,-0.3451,0.2495,0.7388,-1.0027,0.9674,-0.0784,-0.0353,0.2380,-9.7050,-1.7754,27.7968,0
39583,0.9995,0.0298,-0.0022,-0.0046,0.0280,-0.0658,0.4944,0.5868,-1.0192,9.9236,1.1917,-0.0872,-0.1824,0.2402,0.6919,-1.0325,0.9708,-0.0487,-0.0306,0.2329,-6.2543,-2.1057,27.0999,0
40083,0.9995,0.0311,-0.0025,-0.0007,0.0145,-0.0395,0.4764,0.3144,-0.4944,9.5479,1.2427,-0.0987,-0.0266,0.2346,0.6431,-1.0654,0.9719,-0.0176,-0.0259,0.2332,-2.6568,-2.4128,27.0438,0
40583,1.0000,0.0056,0.0064,0.0015,0.0162,-0.0166,0.4848,0.2602,-0.2785,9.7002,0.2240,0.2579,0.0585,0.2456,0.6340,-1.0630,0.9718,-0.0133,-0.0183,0.2347,-1.9763,-1.6746,27.1794,0
41083,1.0000,0.0037,0.0039,-0.0007,0.0097,-0.0128,0.4544,0.1579,-0.2216,9.0905,0.1480,0.1564,-0.0267,0.2488,0.6257,-1.0674,0.9721,-0.0103,-0.0135,0.2340,-1.5121,-1.2283,27.0878,0
41583,0.9998,0.0004,0.0018,-0.0183,0.0073,-0.0014,0.5019,0.1289,-0.0222,10.0380,0.0150,0.0718,-0.7303,0.2429,0.6294,-1.0708,0.9762,-0.0099,-0.0117,0.2162,-1.3951,-1.0688,24.9894,0
42083,0.9999,-0.0001,0.0008,-0.0135,0.0100,-0.0048,0.4719,0.1937,-0.0943,9.4388,-0.0060,0.0339,-0.5386,0.2336,0.6338,-1.0684,0.9791,-0.0098,-0.0109,0.2030,-1.3502,-1.0014,23.4433,0
42583,1.0000,0.0002,0.0000,-0.0028,0.0103,-0.0024,0.4753,0.2057,-0.0449,9.5056,0.0090,0.0009,-0.1120,0.2310,0.6333,-1.0659,0.9796,-0.0092,-0.0108,0.2003,-1.2849,-1.0017,23.1215,0
43083,1.0000,-0.0003,-0.0001,-0.0000,0.0070,-0.0030,0.4749,0.1405,-0.0635,9.4981,-0.0126,-0.0022,-0.0006,0.2307,0.6343,-1.0698,0.9796,-0.0093,-0.0108,0.2003,-1.2878,-1.0048,23.1188,0
43583,1.0000,-0.0001,-0.0001,0.0000,0.0075,-0.0031,0.4759,0.1504,-0.0621,9.5173,-0.0035,-0.0049,0.0005,0.2317,0.6362,-1.0693,0.9796,-0.0090,-0.0109,0.2003,-1.2661,-1.0152,23.1195,0
44083,1.0000,-0.0002,-0.0001,-0.0000,0.0072,-0.0033,0.4753,0.1451,-0.0682,9.5050,-0.0072,-0.0045,-0.0012,0.2324,0.6353,-1.0649,0.9796,-0.0089,-0.0110,0.2002,-1.2557,-1.0246,23.1155,0
44583,1.0000,-0.0001,-0.0001,-0.0000,0.0072,-0.0032,0.4757,0.1456,-0.0658,9.5136,-0.0051,-0.0046,-0.0006,0.2324,0.6338,-1.0659,0.9796,-0.0088,-0.0110,0.2002,-1.2402,-1.0342,23.1131,0
45083,1.0000,-0.0001,-0.0001,-0.0000,0.0073,-0.0033,0.4755,0.1463,-0.0663,9.5091,-0.0048,-0.0048,-0.0008,0.2319,0.6333,-1.0642,0.9797,-0.0086,-0.0111,0.2002,-1.2245,-1.0443,23.1102,0
45583,1.0000,-0.0001,-0.0001,-0.0000,0.0072,-0.0038,0.4752,0.1458,-0.0773,9.5047,-0.0052,-0.0051,-0.0001,0.2339,0.6367,-1.0630,0.9797,-0.0085,-0.0111,0.2002,-1.2107,-1.0552,23.1092,0
46083,1.0000,-0.0001,-0.0001,-0.0000,0.0070,-0.0039,0.4762,0.1410,-0.0784,9.5238,-0.0048,-0.0050,-0.0004,0.2290,0.6338,-1.0669,0.9797,-0.0084,-0.0112,0.2002,-1.1967,-1.0656,23.1076,0
46583,1.0000,-0.0002,-0.0001,-0.0000,0.0071,-0.0033,0.4751,0.1430,-0.0676,9.5010,-0.0061,-0.0051,-0.0004,0.2349,0.6328,-1.0645,0.9797,-0.0083,-0.0113,0.2002,-1.1867,-1.0759,23.1059,0
47083,1.0000,-0.0001,-0.0001,-0.0000,0.0070,-0.0035,0.4754,0.1416,-0.0713,9.5089,-0.0056,-0.0037,-0.0005,0.2336,0.6372,-1.0659,0.9797,-0.0082,-0.0113,0.2001,-1.1756,-1.0823,23.1037,0
47583,1.0000,-0.0001,-0.0001,-0.0000,0.0070,-0.0032,0.4754,0.1412,-0.0662,9.5087,-0.0056,-0.0040,-0.0004,0.2332,0.6353,-1.0688,0.9797,-0.0081,-0.0113,0.2001,-1.1647,-1.0892,23.1018,0
