DeviceTag: Movella DOT3,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-06-16 11:44:59.103,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Status
1804096,1.0000,0.0000,-0.0001,-0.0002,-0.0878,0.0945,0.2899,-2.6348,2.8361,8.6972,0.0002,-0.0060,-0.0101,0.7366,-0.2942,-0.5518,0.6506,-0.0056,0.2043,0.7314,0
1804429,1.0000,-0.0001,-0.0001,-0.0002,-0.0884,0.0987,0.2894,-2.6503,2.9593,8.6825,-0.0075,-0.0072,-0.0121,0.7375,-0.2952,-0.5527,0.6507,-0.0054,0.2045,0.7313,0
1804763,1.0000,-0.0005,-0.0002,-0.0002,-0.0881,0.0973,0.2908,-2.6436,2.9128,8.7265,-0.0291,-0.0107,-0.0141,0.7366,-0.2937,-0.5547,0.6508,-0.0055,0.2045,0.7312,0
1805096,1.0000,-0.0002,-0.0001,-0.0002,-0.0877,0.0943,0.2912,-2.6318,2.8256,8.7378,-0.0138,-0.0064,-0.0110,0.7351,-0.2927,-0.5547,0.6508,-0.0055,0.2046,0.7311,0
1805429,1.0000,-0.0001,-0.0001,-0.0002,-0.0887,0.0974,0.2892,-2.6597,2.9196,8.6774,-0.0039,-0.0078,-0.0101,0.7322,-0.2942,-0.5518,0.6509,-0.0053,0.2049,0.7310,0
1805763,1.0000,-0.0005,-0.0002,-0.0002,-0.0885,0.0977,0.2896,-2.6525,2.9266,8.6913,-0.0293,-0.0125,-0.0114,0.7356,-0.2961,-0.5527,0.6509,-0.0053,0.2048,0.7310,0
1806096,1.0000,-0.0003,-0.0002,-0.0002,-0.0883,0.0939,0.2907,-2.6479,2.8151,8.7231,-0.0204,-0.0122,-0.0098,0.7351,-0.2942,-0.5508,0.6510,-0.0053,0.2048,0.7309,0
1806429,1.0000,-0.0001,-0.0002,-0.0001,-0.0880,0.0975,0.2895,-2.6394,2.9240,8.6860,-0.0035,-0.0097,-0.0088,0.7339,-0.2947,-0.5503,0.6510,-0.0051,0.2050,0.7308,0
1806763,1.0000,-0.0005,-0.0002,-0.0002,-0.0882,0.0985,0.2896,-2.6439,2.9509,8.6896,-0.0310,-0.0139,-0.0101,0.7336,-0.2952,-0.5537,0.6511,-0.0051,0.2049,0.7308,0
1807096,1.0000,-0.0004,-0.0002,-0.0002,-0.0879,0.0943,0.2897,-2.6362,2.8254,8.6934,-0.0266,-0.0117,-0.0105,0.7327,-0.2922,-0.5562,0.6512,-0.0051,0.2048,0.7307,0
1807430,1.0000,-0.0000,-0.0001,-0.0001,-0.0882,0.0966,0.2895,-2.6454,2.8970,8.6847,-0.0020,-0.0068,-0.0075,0.7361,-0.2947,-0.5513,0.6513,-0.0049,0.2051,0.7306,0
1807763,1.0000,-0.0005,-0.0002,-0.0002,-0.0888,0.0987,0.2900,-2.6616,2.9552,8.7008,-0.0307,-0.0133,-0.0102,0.7356,-0.2957,-0.5532,0.6513,-0.0050,0.2050,0.7306,0
1808096,1.0000,-0.0004,-0.0002,-0.0002,-0.0877,0.0944,0.2898,-2.6287,2.8283,8.6951,-0.0247,-0.0108,-0.0100,0.7327,-0.2942,-0.5537,0.6514,-0.0050,0.2050,0.7305,0
