DeviceTag: Movella DOT2,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-05-28 11:00:02.128,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
2053485,1.0000,0.0009,-0.0005,0.0001,0.0052,0.0058,0.3269,0.1601,0.1817,9.8059,0.0531,-0.0291,0.0072,0.3118,0.6135,-1.0293,0.9759,0.0108,-0.0054,0.2177,1.0712,-0.8784,25.1441,0
2053818,1.0000,0.0009,-0.0005,0.0001,0.0048,0.0061,0.3251,0.1498,0.1917,9.7534,0.0533,-0.0305,0.0086,0.3127,0.6140,-1.0327,0.9759,0.0108,-0.0054,0.2177,1.0715,-0.8787,25.1451,0
2054151,1.0000,0.0009,-0.0005,0.0001,0.0057,0.0063,0.3263,0.1749,0.1973,9.7873,0.0527,-0.0306,0.0090,0.3152,0.6128,-1.0303,0.9759,0.0108,-0.0055,0.2177,1.0706,-0.8793,25.1468,0
2054485,1.0000,0.0009,-0.0005,0.0001,0.0047,0.0061,0.3257,0.1466,0.1929,9.7715,0.0534,-0.0295,0.0075,0.3118,0.6140,-1.0283,0.9759,0.0108,-0.0054,0.2177,1.0742,-0.8748,25.1397,0
2054818,1.0000,0.0009,-0.0005,0.0001,0.0050,0.0060,0.3258,0.1564,0.1896,9.7749,0.0536,-0.0308,0.0076,0.3162,0.6089,-1.0273,0.9759,0.0108,-0.0054,0.2177,1.0753,-0.8757,25.1385,0
2055151,1.0000,0.0009,-0.0005,0.0001,0.0050,0.0059,0.3261,0.1548,0.1848,9.7824,0.0535,-0.0309,0.0080,0.3167,0.6118,-1.0278,0.9759,0.0108,-0.0054,0.2177,1.0760,-0.8767,25.1386,0
2055485,1.0000,0.0009,-0.0005,0.0001,0.0047,0.0062,0.3256,0.1464,0.1936,9.7681,0.0526,-0.0306,0.0083,0.3142,0.6094,-1.0283,0.9759,0.0108,-0.0054,0.2177,1.0752,-0.8772,25.1391,0
2055818,1.0000,0.0009,-0.0005,0.0001,0.0055,0.0061,0.3261,0.1689,0.1918,9.7839,0.0532,-0.0305,0.0089,0.3142,0.6133,-1.0254,0.9759,0.0108,-0.0054,0.2177,1.0754,-0.8775,25.1408,0
2056151,1.0000,0.0009,-0.0005,0.0001,0.0052,0.0060,0.3257,0.1595,0.1891,9.7723,0.0527,-0.0298,0.0088,0.3162,0.6138,-1.0278,0.9759,0.0108,-0.0054,0.2177,1.0746,-0.8766,25.1423,0
2056485,1.0000,0.0009,-0.0005,0.0001,0.0049,0.0061,0.3256,0.1524,0.1925,9.7672,0.0525,-0.0307,0.0073,0.3167,0.6133,-1.0312,0.9759,0.0108,-0.0054,0.2177,1.0735,-0.8771,25.1412,0
