DeviceTag: Movella DOT2,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-05-28 11:02:04.317,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
3273066,1.0000,0.0009,-0.0005,0.0001,0.0051,0.0063,0.3252,0.1565,0.1990,9.7568,0.0530,-0.0303,0.0077,0.3118,0.6121,-1.0337,0.9760,0.0109,-0.0060,0.2174,1.0692,-0.9471,25.1044,0
3273399,1.0000,0.0009,-0.0005,0.0001,0.0054,0.0059,0.3256,0.1660,0.1871,9.7684,0.0536,-0.0299,0.0078,0.3123,0.6125,-1.0356,0.9760,0.0109,-0.0060,0.2174,1.0698,-0.9464,25.1036,0
3273733,1.0000,0.0009,-0.0005,0.0001,0.0053,0.0060,0.3256,0.1648,0.1901,9.7682,0.0539,-0.0295,0.0087,0.3127,0.6130,-1.0312,0.9760,0.0109,-0.0060,0.2174,1.0711,-0.9452,25.1047,0
3274066,1.0000,0.0009,-0.0005,0.0001,0.0053,0.0059,0.3253,0.1651,0.1846,9.7584,0.0533,-0.0300,0.0090,0.3152,0.6133,-1.0293,0.9760,0.0109,-0.0060,0.2174,1.0711,-0.9448,25.1061,0
3274399,1.0000,0.0009,-0.0005,0.0002,0.0057,0.0060,0.3262,0.1751,0.1883,9.7853,0.0531,-0.0307,0.0091,0.3123,0.6135,-1.0312,0.9760,0.0109,-0.0060,0.2174,1.0709,-0.9458,25.1077,0
3274733,1.0000,0.0009,-0.0005,0.0001,0.0056,0.0062,0.3253,0.1735,0.1951,9.7581,0.0534,-0.0294,0.0078,0.3152,0.6138,-1.0337,0.9760,0.0109,-0.0060,0.2174,1.0712,-0.9442,25.1070,0
3275066,1.0000,0.0009,-0.0005,0.0001,0.0051,0.0059,0.3256,0.1585,0.1871,9.7685,0.0530,-0.0301,0.0079,0.3127,0.6121,-1.0327,0.9760,0.0109,-0.0060,0.2174,1.0707,-0.9438,25.1067,0
3275399,1.0000,0.0009,-0.0005,0.0001,0.0057,0.0057,0.3255,0.1753,0.1801,9.7662,0.0536,-0.0309,0.0079,0.3123,0.6135,-1.0337,0.9760,0.0109,-0.0060,0.2174,1.0714,-0.9452,25.1060,0
3275733,1.0000,0.0009,-0.0005,0.0001,0.0055,0.0061,0.3256,0.1698,0.1912,9.7690,0.0527,-0.0301,0.0080,0.3167,0.6138,-1.0308,0.9760,0.0109,-0.0060,0.2174,1.0703,-0.9449,25.1054,0
3276066,1.0000,0.0009,-0.0005,0.0001,0.0055,0.0061,0.3258,0.1686,0.1905,9.7751,0.0529,-0.0311,0.0077,0.3147,0.6108,-1.0322,0.9760,0.0109,-0.0060,0.2174,1.0697,-0.9466,25.1048,0
3276399,1.0000,0.0009,-0.0005,0.0001,0.0053,0.0060,0.3259,0.1654,0.1881,9.7761,0.0523,-0.0302,0.0077,0.3118,0.6116,-1.0303,0.9760,0.0109,-0.0060,0.2174,1.0679,-0.9465,25.1040,0
3276733,1.0000,0.0009,-0.0005,0.0001,0.0055,0.0060,0.3255,0.1694,0.1884,9.7662,0.0533,-0.0303,0.0076,0.3152,0.6118,-1.0327,0.9760,0.0109,-0.0060,0.2174,1.0680,-0.9466,25.1028,0
3277066,1.0000,0.0009,-0.0005,0.0001,0.0054,0.0057,0.3256,0.1673,0.1812,9.7683,0.0542,-0.0306,0.0083,0.3108,0.6101,-1.0342,0.9760,0.0109,-0.0060,0.2174,1.0698,-0.9473,25.1033,0
3277399,1.0000,0.0009,-0.0005,0.0001,0.0054,0.0062,0.3257,0.1662,0.1945,9.7718,0.0538,-0.0301,0.0072,0.3147,0.6118,-1.0327,0.9760,0.0109,-0.0060,0.2174,1.0710,-0.9470,25.1018,0
3277733,1.0000,0.0009,-0.0005,0.0001,0.0054,0.0061,0.3256,0.1661,0.1920,9.7665,0.0530,-0.0308,0.0080,0.3147,0.6152,-1.0322,0.9760,0.0109,-0.0060,0.2174,1.0706,-0.9482,25.1016,0
3278066,1.0000,0.0009,-0.0005,0.0001,0.0052,0.0060,0.3254,0.1614,0.1880,9.7618,0.0539,-0.0302,0.0074,0.3137,0.6138,-1.0317,0.9760,0.0109,-0.0060,0.2174,1.0718,-0.9481,25.1002,0
3278399,1.0000,0.0009,-0.0005,0.0001,0.0054,0.0062,0.3253,0.1657,0.1942,9.7586,0.0534,-0.0291,0.0084,0.3152,0.6138,-1.0332,0.9760,0.0109,-0.0060,0.2174,1.0722,-0.9460,25.1007,0
3278733,1.0000,0.0009,-0.0005,0.0001,0.0055,0.0063,0.3257,0.1701,0.1963,9.7702,0.0532,-0.0306,0.0077,0.3152,0.6094,-1.0317,0.9760,0.0109,-0.0060,0.2173,1.0722,-0.9467,25.0997,0
