DeviceTag: Movella DOT0,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-05-29 13:05:44.959,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
426495,1.0000,-0.0001,-0.0002,0.0004,0.0066,0.0012,0.1582,-nan,-nan,-nan,-inf,-inf,inf,-0.4126,1.1582,-1.1516,0.9850,0.0001,-0.0213,-0.1714,0.4237,-2.3998,-19.7488,0
426829,1.0000,-0.0002,-0.0004,0.0007,0.0128,0.0026,0.3162,0.3864,0.0756,9.4865,-0.0126,-0.0217,0.0442,-0.4141,1.1602,-1.1550,0.9850,-0.0003,-0.0216,-0.1710,0.3880,-2.4427,-19.7048,0
427162,1.0000,-0.0002,-0.0003,0.0008,0.0131,0.0027,0.3161,0.3965,0.0800,9.4822,-0.0136,-0.0209,0.0465,-0.4097,1.1582,-1.1565,0.9851,-0.0005,-0.0218,-0.1705,0.3709,-2.4671,-19.6482,0
427495,1.0000,-0.0002,-0.0003,0.0008,0.0134,0.0024,0.3163,0.4055,0.0691,9.4883,-0.0133,-0.0210,0.0463,-0.4121,1.1587,-1.1521,0.9852,-0.0006,-0.0220,-0.1699,0.3581,-2.4965,-19.5759,0
427829,1.0000,-0.0002,-0.0004,0.0008,0.0131,0.0026,0.3161,0.3955,0.0751,9.4840,-0.0128,-0.0218,0.0455,-0.4126,1.1606,-1.1560,0.9853,-0.0008,-0.0223,-0.1694,0.3393,-2.5298,-19.5147,0
428162,1.0000,-0.0002,-0.0004,0.0008,0.0129,0.0027,0.3162,0.3911,0.0801,9.4862,-0.0129,-0.0216,0.0464,-0.4092,1.1587,-1.1531,0.9854,-0.0010,-0.0225,-0.1688,0.3210,-2.5612,-19.4433,0
428495,1.0000,-0.0002,-0.0004,0.0008,0.0132,0.0030,0.3165,0.4005,0.0863,9.4951,-0.0128,-0.0213,0.0468,-0.4102,1.1611,-1.1541,0.9855,-0.0012,-0.0227,-0.1682,0.3039,-2.5905,-19.3752,0
428829,1.0000,-0.0002,-0.0004,0.0008,0.0129,0.0027,0.3162,0.3905,0.0782,9.4871,-0.0131,-0.0220,0.0459,-0.4121,1.1602,-1.1565,0.9856,-0.0014,-0.0230,-0.1676,0.2869,-2.6213,-19.3108,0
429162,1.0000,-0.0002,-0.0004,0.0008,0.0127,0.0024,0.3159,0.3841,0.0701,9.4778,-0.0126,-0.0216,0.0459,-0.4106,1.1602,-1.1541,0.9857,-0.0015,-0.0232,-0.1671,0.2695,-2.6501,-19.2470,0
429495,1.0000,-0.0002,-0.0004,0.0008,0.0128,0.0030,0.3159,0.3873,0.0876,9.4763,-0.0128,-0.0223,0.0457,-0.4106,1.1631,-1.1521,0.9858,-0.0017,-0.0234,-0.1665,0.2512,-2.6802,-19.1840,0
