DeviceTag: Movella DOT0,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-05-29 13:47:04.764,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
341709,1.0000,-0.0001,-0.0002,0.0004,0.0058,-0.0039,0.1581,-nan,-nan,-nan,-inf,-inf,inf,-0.0334,1.1279,-1.0649,0.9996,-0.0129,-0.0192,-0.0182,-1.4390,-2.2223,-2.0552,0
342042,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0080,0.3155,0.3486,-0.2426,9.4652,-0.0142,-0.0218,0.0461,-0.0310,1.1304,-1.0681,0.9996,-0.0132,-0.0192,-0.0174,-1.4768,-2.2223,-1.9675,0
342375,1.0000,-0.0002,-0.0004,0.0008,0.0117,-0.0077,0.3165,0.3537,-0.2334,9.4960,-0.0135,-0.0211,0.0451,-0.0320,1.1289,-1.0662,0.9996,-0.0135,-0.0192,-0.0167,-1.5070,-2.2280,-1.8842,0
342709,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0077,0.3162,0.3522,-0.2345,9.4865,-0.0138,-0.0234,0.0465,-0.0334,1.1279,-1.0625,0.9996,-0.0136,-0.0194,-0.0162,-1.5248,-2.2518,-1.8268,0
343042,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0078,0.3162,0.3505,-0.2353,9.4852,-0.0146,-0.0226,0.0450,-0.0305,1.1318,-1.0667,0.9996,-0.0138,-0.0197,-0.0157,-1.5446,-2.2770,-1.7704,0
343375,1.0000,-0.0002,-0.0004,0.0008,0.0118,-0.0078,0.3164,0.3588,-0.2367,9.4926,-0.0137,-0.0236,0.0462,-0.0349,1.1299,-1.0645,0.9996,-0.0139,-0.0199,-0.0152,-1.5637,-2.3053,-1.7095,0
343709,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0078,0.3158,0.3523,-0.2376,9.4745,-0.0129,-0.0219,0.0456,-0.0334,1.1313,-1.0706,0.9996,-0.0141,-0.0201,-0.0147,-1.5816,-2.3318,-1.6539,0
344042,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0076,0.3160,0.3526,-0.2290,9.4788,-0.0137,-0.0214,0.0462,-0.0339,1.1284,-1.0659,0.9996,-0.0143,-0.0204,-0.0141,-1.6013,-2.3575,-1.5888,0
344375,1.0000,-0.0002,-0.0004,0.0008,0.0117,-0.0079,0.3160,0.3529,-0.2397,9.4789,-0.0136,-0.0213,0.0455,-0.0315,1.1294,-1.0681,0.9996,-0.0144,-0.0206,-0.0137,-1.6204,-2.3839,-1.5348,0
344709,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0077,0.3168,0.3497,-0.2331,9.5043,-0.0138,-0.0221,0.0454,-0.0305,1.1274,-1.0681,0.9996,-0.0146,-0.0209,-0.0131,-1.6408,-2.4114,-1.4700,0
345042,1.0000,-0.0002,-0.0004,0.0008,0.0117,-0.0074,0.3166,0.3549,-0.2254,9.4976,-0.0127,-0.0232,0.0459,-0.0334,1.1318,-1.0662,0.9996,-0.0147,-0.0211,-0.0125,-1.6590,-2.4411,-1.4003,0
345375,1.0000,-0.0002,-0.0004,0.0007,0.0114,-0.0076,0.3162,0.3447,-0.2311,9.4869,-0.0138,-0.0222,0.0447,-0.0364,1.1292,-1.0654,0.9996,-0.0149,-0.0214,-0.0120,-1.6789,-2.4690,-1.3433,0
345709,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0078,0.3161,0.3517,-0.2354,9.4819,-0.0132,-0.0217,0.0460,-0.0305,1.1333,-1.0657,0.9996,-0.0151,-0.0216,-0.0116,-1.6979,-2.4954,-1.2873,0
346042,1.0000,-0.0002,-0.0004,0.0007,0.0116,-0.0077,0.3164,0.3506,-0.2346,9.4927,-0.0134,-0.0216,0.0449,-0.0286,1.1289,-1.0691,0.9996,-0.0152,-0.0218,-0.0110,-1.7176,-2.5220,-1.2273,0
346375,1.0000,-0.0002,-0.0004,0.0008,0.0117,-0.0079,0.3165,0.3537,-0.2384,9.4946,-0.0135,-0.0227,0.0453,-0.0320,1.1299,-1.0671,0.9996,-0.0154,-0.0221,-0.0105,-1.7377,-2.5507,-1.1593,0
346709,1.0000,-0.0002,-0.0004,0.0008,0.0117,-0.0078,0.3161,0.3537,-0.2352,9.4816,-0.0139,-0.0228,0.0456,-0.0330,1.1270,-1.0640,0.9996,-0.0156,-0.0224,-0.0100,-1.7590,-2.5796,-1.1034,0
347042,1.0000,-0.0002,-0.0003,0.0008,0.0114,-0.0075,0.3167,0.3447,-0.2288,9.5003,-0.0134,-0.0208,0.0470,-0.0320,1.1313,-1.0667,0.9996,-0.0157,-0.0226,-0.0094,-1.7794,-2.6048,-1.0379,0
347375,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0082,0.3168,0.3471,-0.2481,9.5049,-0.0127,-0.0219,0.0459,-0.0320,1.1328,-1.0630,0.9996,-0.0159,-0.0228,-0.0089,-1.7985,-2.6318,-0.9807,0
347709,1.0000,-0.0002,-0.0003,0.0008,0.0120,-0.0078,0.3165,0.3621,-0.2364,9.4945,-0.0130,-0.0209,0.0460,-0.0295,1.1279,-1.0615,0.9996,-0.0161,-0.0231,-0.0084,-1.8184,-2.6568,-0.9240,0
348042,1.0000,-0.0002,-0.0004,0.0007,0.0118,-0.0079,0.3163,0.3581,-0.2389,9.4888,-0.0135,-0.0228,0.0446,-0.0295,1.1289,-1.0671,0.9996,-0.0162,-0.0233,-0.0079,-1.8393,-2.6858,-0.8648,0
348375,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0077,0.3165,0.3527,-0.2335,9.4942,-0.0146,-0.0237,0.0457,-0.0300,1.1270,-1.0681,0.9996,-0.0164,-0.0236,-0.0074,-1.8624,-2.7164,-0.8001,0
348709,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0084,0.3163,0.3479,-0.2531,9.4893,-0.0134,-0.0214,0.0468,-0.0330,1.1265,-1.0649,0.9996,-0.0166,-0.0238,-0.0068,-1.8833,-2.7425,-0.7396,0
349042,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0079,0.3166,0.3458,-0.2402,9.4989,-0.0129,-0.0231,0.0450,-0.0349,1.1313,-1.0654,0.9995,-0.0167,-0.0241,-0.0063,-1.9034,-2.7717,-0.6760,0
349375,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0079,0.3163,0.3446,-0.2393,9.4891,-0.0127,-0.0211,0.0456,-0.0344,1.1309,-1.0676,0.9995,-0.0169,-0.0243,-0.0058,-1.9231,-2.7968,-0.6210,0
349709,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0080,0.3163,0.3507,-0.2414,9.4874,-0.0143,-0.0220,0.0461,-0.0349,1.1299,-1.0664,0.9995,-0.0171,-0.0245,-0.0053,-1.9460,-2.8233,-0.5625,0
350042,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0077,0.3162,0.3466,-0.2348,9.4869,-0.0127,-0.0214,0.0460,-0.0330,1.1294,-1.0662,0.9995,-0.0173,-0.0248,-0.0048,-1.9658,-2.8485,-0.5037,0
350375,1.0000,-0.0002,-0.0004,0.0008,0.0117,-0.0076,0.3160,0.3533,-0.2315,9.4784,-0.0134,-0.0219,0.0461,-0.0310,1.1284,-1.0710,0.9995,-0.0174,-0.0250,-0.0043,-1.9866,-2.8745,-0.4445,0
350709,1.0000,-0.0002,-0.0004,0.0008,0.0118,-0.0078,0.3165,0.3581,-0.2351,9.4946,-0.0139,-0.0229,0.0462,-0.0320,1.1274,-1.0667,0.9995,-0.0176,-0.0253,-0.0038,-2.0083,-2.9024,-0.3828,0
351042,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0075,0.3164,0.3518,-0.2284,9.4914,-0.0136,-0.0236,0.0459,-0.0291,1.1294,-1.0657,0.9995,-0.0178,-0.0255,-0.0033,-2.0292,-2.9314,-0.3210,0
351375,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0077,0.3162,0.3472,-0.2345,9.4872,-0.0137,-0.0228,0.0457,-0.0334,1.1274,-1.0640,0.9995,-0.0179,-0.0258,-0.0027,-2.0502,-2.9587,-0.2596,0
351709,1.0000,-0.0002,-0.0004,0.0008,0.0117,-0.0076,0.3166,0.3541,-0.2317,9.4974,-0.0133,-0.0223,0.0455,-0.0320,1.1323,-1.0662,0.9995,-0.0181,-0.0260,-0.0022,-2.0702,-2.9846,-0.2022,0
352042,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0077,0.3160,0.3457,-0.2342,9.4792,-0.0139,-0.0216,0.0452,-0.0349,1.1289,-1.0659,0.9995,-0.0183,-0.0262,-0.0017,-2.0911,-3.0091,-0.1449,0
352375,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0081,0.3160,0.3456,-0.2442,9.4807,-0.0137,-0.0220,0.0461,-0.0334,1.1328,-1.0676,0.9995,-0.0184,-0.0265,-0.0012,-2.1115,-3.0340,-0.0872,0
352709,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0079,0.3164,0.3516,-0.2391,9.4910,-0.0132,-0.0218,0.0452,-0.0354,1.1277,-1.0669,0.9995,-0.0186,-0.0267,-0.0008,-2.1308,-3.0582,-0.0316,0
353042,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0076,0.3164,0.3500,-0.2315,9.4925,-0.0138,-0.0234,0.0457,-0.0325,1.1284,-1.0667,0.9995,-0.0188,-0.0269,-0.0003,-2.1511,-3.0852,0.0245,0
353375,1.0000,-0.0002,-0.0004,0.0007,0.0115,-0.0075,0.3171,0.3490,-0.2285,9.5121,-0.0134,-0.0217,0.0447,-0.0325,1.1279,-1.0640,0.9995,-0.0189,-0.0271,0.0002,-2.1703,-3.1086,0.0799,0
353709,1.0000,-0.0002,-0.0003,0.0008,0.0115,-0.0078,0.3162,0.3485,-0.2355,9.4844,-0.0127,-0.0207,0.0458,-0.0334,1.1304,-1.0681,0.9994,-0.0191,-0.0273,0.0007,-2.1879,-3.1295,0.1364,0
354042,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0078,0.3160,0.3472,-0.2354,9.4807,-0.0126,-0.0215,0.0457,-0.0330,1.1318,-1.0657,0.9994,-0.0192,-0.0275,0.0011,-2.2051,-3.1516,0.1910,0
354375,1.0000,-0.0002,-0.0004,0.0008,0.0113,-0.0076,0.3159,0.3422,-0.2311,9.4767,-0.0140,-0.0218,0.0461,-0.0320,1.1289,-1.0671,0.9994,-0.0193,-0.0277,0.0016,-2.2246,-3.1739,0.2445,0
354709,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0078,0.3164,0.3521,-0.2361,9.4928,-0.0139,-0.0224,0.0451,-0.0330,1.1309,-1.0671,0.9994,-0.0195,-0.0279,0.0021,-2.2436,-3.1969,0.2983,0
355042,1.0000,-0.0002,-0.0004,0.0008,0.0113,-0.0078,0.3164,0.3426,-0.2354,9.4925,-0.0137,-0.0219,0.0468,-0.0320,1.1240,-1.0635,0.9994,-0.0196,-0.0281,0.0025,-2.2622,-3.2185,0.3554,0
355375,1.0000,-0.0002,-0.0003,0.0008,0.0115,-0.0075,0.3162,0.3486,-0.2276,9.4847,-0.0134,-0.0206,0.0464,-0.0315,1.1299,-1.0640,0.9994,-0.0198,-0.0283,0.0030,-2.2799,-3.2371,0.4100,0
355709,1.0000,-0.0002,-0.0003,0.0008,0.0112,-0.0076,0.3160,0.3392,-0.2290,9.4803,-0.0134,-0.0207,0.0458,-0.0286,1.1304,-1.0676,0.9994,-0.0199,-0.0285,0.0035,-2.2971,-3.2554,0.4627,0
356042,1.0000,-0.0002,-0.0004,0.0008,0.0113,-0.0078,0.3162,0.3434,-0.2354,9.4869,-0.0123,-0.0219,0.0456,-0.0374,1.1292,-1.0645,0.9994,-0.0200,-0.0287,0.0039,-2.3118,-3.2755,0.5147,0
356375,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0077,0.3168,0.3515,-0.2335,9.5035,-0.0131,-0.0222,0.0463,-0.0330,1.1323,-1.0667,0.9994,-0.0202,-0.0288,0.0043,-2.3278,-3.2956,0.5652,0
356709,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0077,0.3166,0.3472,-0.2327,9.4963,-0.0132,-0.0217,0.0453,-0.0359,1.1287,-1.0659,0.9994,-0.0203,-0.0290,0.0048,-2.3436,-3.3143,0.6136,0
357042,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0075,0.3166,0.3509,-0.2278,9.4990,-0.0141,-0.0222,0.0452,-0.0315,1.1294,-1.0630,0.9994,-0.0204,-0.0292,0.0052,-2.3607,-3.3336,0.6616,0
357375,1.0000,-0.0002,-0.0004,0.0007,0.0115,-0.0077,0.3165,0.3492,-0.2332,9.4948,-0.0128,-0.0226,0.0448,-0.0330,1.1294,-1.0654,0.9993,-0.0205,-0.0294,0.0056,-2.3748,-3.3532,0.7083,0
357709,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0080,0.3162,0.3494,-0.2418,9.4854,-0.0132,-0.0226,0.0464,-0.0339,1.1289,-1.0654,0.9993,-0.0206,-0.0296,0.0060,-2.3896,-3.3721,0.7589,0
358042,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0077,0.3165,0.3444,-0.2320,9.4959,-0.0129,-0.0226,0.0457,-0.0344,1.1309,-1.0615,0.9993,-0.0208,-0.0297,0.0064,-2.4034,-3.3905,0.8047,0
358376,1.0000,-0.0002,-0.0004,0.0008,0.0113,-0.0076,0.3163,0.3415,-0.2306,9.4883,-0.0128,-0.0240,0.0450,-0.0344,1.1299,-1.0691,0.9993,-0.0209,-0.0299,0.0068,-2.4163,-3.4110,0.8484,0
358709,1.0000,-0.0002,-0.0004,0.0008,0.0120,-0.0076,0.3162,0.3641,-0.2295,9.4866,-0.0130,-0.0228,0.0457,-0.0295,1.1289,-1.0667,0.9993,-0.0210,-0.0301,0.0072,-2.4294,-3.4286,0.8929,0
359042,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0077,0.3161,0.3510,-0.2330,9.4815,-0.0130,-0.0223,0.0468,-0.0325,1.1299,-1.0676,0.9993,-0.0211,-0.0302,0.0076,-2.4422,-3.4446,0.9409,0
359376,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0077,0.3161,0.3471,-0.2346,9.4834,-0.0136,-0.0228,0.0462,-0.0354,1.1294,-1.0640,0.9993,-0.0212,-0.0304,0.0079,-2.4555,-3.4611,0.9848,0
359709,1.0000,-0.0002,-0.0004,0.0008,0.0117,-0.0074,0.3161,0.3545,-0.2242,9.4825,-0.0131,-0.0211,0.0454,-0.0344,1.1284,-1.0659,0.9993,-0.0212,-0.0305,0.0083,-2.4673,-3.4736,1.0253,0
360042,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0076,0.3165,0.3454,-0.2316,9.4960,-0.0133,-0.0229,0.0456,-0.0325,1.1299,-1.0649,0.9993,-0.0213,-0.0306,0.0086,-2.4792,-3.4890,1.0656,0
360376,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0076,0.3162,0.3512,-0.2301,9.4867,-0.0135,-0.0212,0.0451,-0.0344,1.1313,-1.0667,0.9993,-0.0214,-0.0307,0.0090,-2.4908,-3.5006,1.1048,0
360709,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0078,0.3167,0.3453,-0.2378,9.5015,-0.0131,-0.0221,0.0452,-0.0315,1.1279,-1.0652,0.9992,-0.0215,-0.0309,0.0093,-2.5012,-3.5133,1.1419,0
361042,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0076,0.3159,0.3469,-0.2302,9.4764,-0.0123,-0.0224,0.0457,-0.0310,1.1284,-1.0652,0.9992,-0.0216,-0.0310,0.0096,-2.5096,-3.5258,1.1799,0
361376,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0078,0.3162,0.3522,-0.2352,9.4848,-0.0126,-0.0229,0.0461,-0.0291,1.1284,-1.0637,0.9992,-0.0216,-0.0311,0.0100,-2.5182,-3.5387,1.2191,0
361709,1.0000,-0.0002,-0.0004,0.0008,0.0111,-0.0078,0.3162,0.3363,-0.2363,9.4860,-0.0133,-0.0221,0.0457,-0.0315,1.1294,-1.0647,0.9992,-0.0217,-0.0312,0.0103,-2.5276,-3.5495,1.2567,0
362042,1.0000,-0.0002,-0.0004,0.0008,0.0111,-0.0075,0.3165,0.3363,-0.2278,9.4955,-0.0129,-0.0219,0.0461,-0.0334,1.1309,-1.0706,0.9992,-0.0218,-0.0313,0.0106,-2.5359,-3.5590,1.2932,0
362376,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0080,0.3160,0.3455,-0.2411,9.4806,-0.0136,-0.0219,0.0454,-0.0300,1.1313,-1.0642,0.9992,-0.0218,-0.0314,0.0109,-2.5449,-3.5679,1.3276,0
362709,1.0000,-0.0002,-0.0004,0.0008,0.0116,-0.0076,0.3166,0.3498,-0.2297,9.4973,-0.0145,-0.0213,0.0458,-0.0325,1.1304,-1.0645,0.9992,-0.0219,-0.0314,0.0112,-2.5552,-3.5751,1.3620,0
363042,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0082,0.3160,0.3479,-0.2486,9.4791,-0.0137,-0.0211,0.0451,-0.0291,1.1294,-1.0647,0.9992,-0.0220,-0.0315,0.0115,-2.5634,-3.5813,1.3941,0
363376,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0074,0.3167,0.3473,-0.2238,9.5015,-0.0129,-0.0211,0.0458,-0.0310,1.1284,-1.0657,0.9992,-0.0220,-0.0316,0.0117,-2.5697,-3.5867,1.4267,0
363709,1.0000,-0.0002,-0.0004,0.0008,0.0117,-0.0077,0.3161,0.3538,-0.2328,9.4831,-0.0122,-0.0223,0.0459,-0.0320,1.1279,-1.0667,0.9992,-0.0221,-0.0316,0.0120,-2.5742,-3.5940,1.4597,0
364042,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0077,0.3168,0.3472,-0.2324,9.5024,-0.0130,-0.0215,0.0467,-0.0334,1.1299,-1.0681,0.9992,-0.0221,-0.0317,0.0123,-2.5799,-3.5990,1.4918,0
364376,1.0000,-0.0002,-0.0003,0.0008,0.0118,-0.0080,0.3163,0.3577,-0.2417,9.4884,-0.0131,-0.0200,0.0455,-0.0344,1.1304,-1.0649,0.9992,-0.0221,-0.0317,0.0125,-2.5851,-3.6006,1.5200,0
364709,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0075,0.3163,0.3456,-0.2280,9.4887,-0.0141,-0.0216,0.0459,-0.0325,1.1313,-1.0662,0.9992,-0.0222,-0.0317,0.0128,-2.5918,-3.6047,1.5476,0
365042,1.0000,-0.0002,-0.0004,0.0008,0.0114,-0.0077,0.3165,0.3451,-0.2341,9.4960,-0.0127,-0.0220,0.0455,-0.0339,1.1309,-1.0667,0.9992,-0.0222,-0.0318,0.0130,-2.5953,-3.6089,1.5723,0
365376,1.0000,-0.0002,-0.0004,0.0008,0.0115,-0.0074,0.3167,0.3483,-0.2234,9.5023,-0.0134,-0.0228,0.0467,-0.0339,1.1299,-1.0676,0.9992,-0.0222,-0.0318,0.0132,-2.6000,-3.6139,1.5998,0
365709,1.0000,-0.0002,-0.0004,0.0008,0.0118,-0.0079,0.3166,0.3566,-0.2388,9.4982,-0.0136,-0.0226,0.0460,-0.0310,1.1294,-1.0657,0.9992,-0.0223,-0.0319,0.0134,-2.6044,-3.6179,1.6243,0
366042,1.0000,-0.0002,-0.0004,0.0008,0.0112,-0.0084,0.3164,0.3379,-0.2535,9.4929,-0.0136,-0.0221,0.0463,-0.0320,1.1289,-1.0706,0.9991,-0.0223,-0.0319,0.0137,-2.6083,-3.6206,1.6505,0
366376,1.0000,-0.0002,-0.0004,0.0008,0.0113,-0.0079,0.3162,0.3417,-0.2389,9.4856,-0.0134,-0.0221,0.0462,-0.0325,1.1318,-1.0630,0.9991,-0.0223,-0.0319,0.0139,-2.6116,-3.6225,1.6747,0
366709,1.0000,-0.0002,-0.0004,0.0008,0.0120,-0.0076,0.3170,0.3638,-0.2297,9.5092,-0.0137,-0.0222,0.0457,-0.0334,1.1289,-1.0659,0.9991,-0.0223,-0.0319,0.0141,-2.6149,-3.6241,1.6969,0
367042,1.0000,-0.0002,-0.0004,0.0007,0.0108,-0.0076,0.3160,0.3285,-0.2300,9.4787,-0.0138,-0.0215,0.0445,-0.0310,1.1313,-1.0691,0.9991,-0.0224,-0.0320,0.0142,-2.6178,-3.6240,1.7154,0
367376,1.0000,-0.0002,-0.0004,0.0008,0.0113,-0.0081,0.3168,0.3421,-0.2462,9.5033,-0.0137,-0.0218,0.0461,-0.0320,1.1318,-1.0662,0.9991,-0.0224,-0.0320,0.0144,-2.6203,-3.6237,1.7366,0
