DeviceTag: Movella DOT0,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-06-03 10:28:09.419,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Status
5767846,1.0000,-0.0003,-0.0003,0.0008,-0.0015,-0.0028,0.3168,-0.0418,-0.0856,9.5042,-0.0161,-0.0206,0.0469,-0.3560,0.9294,-1.3481,0.9795,-0.0035,0.0025,-0.2016,0
5768179,1.0000,-0.0003,-0.0003,0.0008,-0.0014,-0.0021,0.3172,-0.0378,-0.0657,9.5174,-0.0157,-0.0196,0.0459,-0.3555,0.9387,-1.3369,0.9795,-0.0035,0.0025,-0.2016,0
5768512,1.0000,-0.0003,-0.0003,0.0008,-0.0010,-0.0024,0.3175,-0.0258,-0.0742,9.5254,-0.0153,-0.0203,0.0470,-0.3608,0.9373,-1.3394,0.9794,-0.0035,0.0025,-0.2016,0
5768846,1.0000,-0.0003,-0.0003,0.0008,-0.0013,-0.0025,0.3173,-0.0361,-0.0781,9.5181,-0.0164,-0.0203,0.0472,-0.3589,0.9324,-1.3462,0.9794,-0.0035,0.0025,-0.2017,0
5769179,1.0000,-0.0003,-0.0003,0.0008,-0.0012,-0.0024,0.3168,-0.0325,-0.0756,9.5047,-0.0154,-0.0209,0.0458,-0.3584,0.9382,-1.3403,0.9794,-0.0035,0.0025,-0.2017,0
5769512,1.0000,-0.0003,-0.0004,0.0008,-0.0009,-0.0027,0.3172,-0.0223,-0.0846,9.5156,-0.0154,-0.0212,0.0465,-0.3555,0.9382,-1.3384,0.9794,-0.0035,0.0025,-0.2017,0
5769846,1.0000,-0.0003,-0.0004,0.0008,-0.0011,-0.0026,0.3172,-0.0307,-0.0796,9.5161,-0.0152,-0.0219,0.0462,-0.3589,0.9285,-1.3481,0.9794,-0.0035,0.0025,-0.2017,0
5770179,1.0000,-0.0003,-0.0004,0.0007,-0.0012,-0.0027,0.3172,-0.0317,-0.0828,9.5161,-0.0161,-0.0221,0.0448,-0.3589,0.9392,-1.3418,0.9794,-0.0035,0.0025,-0.2018,0
5770512,1.0000,-0.0003,-0.0003,0.0008,-0.0012,-0.0023,0.3175,-0.0321,-0.0713,9.5250,-0.0163,-0.0207,0.0460,-0.3569,0.9358,-1.3369,0.9794,-0.0035,0.0025,-0.2018,0
5770846,1.0000,-0.0003,-0.0003,0.0008,-0.0010,-0.0025,0.3175,-0.0282,-0.0782,9.5241,-0.0152,-0.0202,0.0470,-0.3594,0.9294,-1.3501,0.9794,-0.0035,0.0025,-0.2018,0
5771179,1.0000,-0.0003,-0.0003,0.0008,-0.0013,-0.0023,0.3172,-0.0356,-0.0705,9.5160,-0.0164,-0.0203,0.0457,-0.3604,0.9373,-1.3413,0.9794,-0.0035,0.0025,-0.2019,0
5771512,1.0000,-0.0002,-0.0003,0.0008,-0.0014,-0.0024,0.3166,-0.0398,-0.0735,9.4982,-0.0149,-0.0208,0.0475,-0.3574,0.9373,-1.3398,0.9794,-0.0035,0.0025,-0.2019,0
5771846,1.0000,-0.0003,-0.0003,0.0008,-0.0011,-0.0024,0.3172,-0.0308,-0.0732,9.5151,-0.0158,-0.0198,0.0473,-0.3589,0.9304,-1.3496,0.9794,-0.0035,0.0025,-0.2019,0
5772179,1.0000,-0.0003,-0.0004,0.0008,-0.0013,-0.0027,0.3170,-0.0358,-0.0843,9.5115,-0.0156,-0.0214,0.0481,-0.3628,0.9417,-1.3398,0.9794,-0.0035,0.0025,-0.2019,0
5772512,1.0000,-0.0002,-0.0004,0.0008,-0.0013,-0.0026,0.3175,-0.0352,-0.0811,9.5236,-0.0145,-0.0227,0.0466,-0.3584,0.9363,-1.3394,0.9794,-0.0035,0.0025,-0.2019,0
5772846,1.0000,-0.0003,-0.0004,0.0008,-0.0013,-0.0024,0.3166,-0.0357,-0.0743,9.4971,-0.0161,-0.0224,0.0474,-0.3613,0.9287,-1.3506,0.9794,-0.0035,0.0025,-0.2019,0
5773179,1.0000,-0.0003,-0.0003,0.0008,-0.0013,-0.0022,0.3171,-0.0348,-0.0675,9.5136,-0.0153,-0.0202,0.0458,-0.3599,0.9373,-1.3403,0.9794,-0.0035,0.0025,-0.2019,0
5773512,1.0000,-0.0003,-0.0003,0.0008,-0.0012,-0.0027,0.3173,-0.0331,-0.0848,9.5182,-0.0156,-0.0205,0.0462,-0.3584,0.9373,-1.3359,0.9794,-0.0035,0.0025,-0.2019,0
5773846,1.0000,-0.0003,-0.0004,0.0008,-0.0013,-0.0028,0.3169,-0.0359,-0.0871,9.5074,-0.0162,-0.0220,0.0468,-0.3599,0.9309,-1.3501,0.9794,-0.0035,0.0025,-0.2019,0
5774179,1.0000,-0.0003,-0.0003,0.0008,-0.0012,-0.0023,0.3173,-0.0337,-0.0722,9.5181,-0.0163,-0.0203,0.0463,-0.3604,0.9407,-1.3359,0.9794,-0.0035,0.0025,-0.2020,0
5774512,1.0000,-0.0003,-0.0003,0.0008,-0.0015,-0.0025,0.3170,-0.0434,-0.0765,9.5112,-0.0162,-0.0201,0.0461,-0.3594,0.9387,-1.3389,0.9794,-0.0035,0.0025,-0.2020,0
5774846,1.0000,-0.0003,-0.0003,0.0008,-0.0012,-0.0025,0.3171,-0.0321,-0.0775,9.5145,-0.0155,-0.0203,0.0460,-0.3574,0.9299,-1.3452,0.9794,-0.0035,0.0025,-0.2020,0
5775179,1.0000,-0.0003,-0.0004,0.0008,-0.0014,-0.0023,0.3171,-0.0388,-0.0728,9.5129,-0.0153,-0.0211,0.0455,-0.3589,0.9373,-1.3384,0.9794,-0.0035,0.0025,-0.2020,0
5775512,1.0000,-0.0003,-0.0003,0.0008,-0.0014,-0.0025,0.3170,-0.0399,-0.0774,9.5104,-0.0155,-0.0205,0.0465,-0.3550,0.9387,-1.3384,0.9794,-0.0035,0.0025,-0.2021,0
5775846,1.0000,-0.0003,-0.0004,0.0008,-0.0014,-0.0025,0.3172,-0.0386,-0.0788,9.5146,-0.0150,-0.0216,0.0466,-0.3569,0.9299,-1.3433,0.9794,-0.0035,0.0025,-0.2021,0
5776179,1.0000,-0.0003,-0.0003,0.0008,-0.0015,-0.0026,0.3169,-0.0417,-0.0791,9.5080,-0.0166,-0.0205,0.0467,-0.3579,0.9392,-1.3413,0.9794,-0.0035,0.0025,-0.2021,0
5776512,1.0000,-0.0003,-0.0004,0.0008,-0.0012,-0.0023,0.3168,-0.0330,-0.0726,9.5050,-0.0152,-0.0211,0.0465,-0.3599,0.9373,-1.3374,0.9794,-0.0035,0.0025,-0.2021,0
5776846,1.0000,-0.0003,-0.0003,0.0008,-0.0014,-0.0028,0.3172,-0.0391,-0.0858,9.5167,-0.0166,-0.0206,0.0458,-0.3584,0.9285,-1.3442,0.9793,-0.0035,0.0025,-0.2021,0
5777179,1.0000,-0.0003,-0.0004,0.0008,-0.0015,-0.0024,0.3176,-0.0415,-0.0737,9.5268,-0.0159,-0.0218,0.0466,-0.3569,0.9382,-1.3394,0.9793,-0.0035,0.0025,-0.2021,0
5777512,1.0000,-0.0003,-0.0004,0.0008,-0.0017,-0.0023,0.3177,-0.0483,-0.0714,9.5317,-0.0162,-0.0219,0.0459,-0.3560,0.9368,-1.3359,0.9793,-0.0035,0.0024,-0.2022,0
5777846,1.0000,-0.0003,-0.0003,0.0008,-0.0014,-0.0025,0.3173,-0.0391,-0.0768,9.5194,-0.0155,-0.0200,0.0458,-0.3564,0.9329,-1.3501,0.9793,-0.0035,0.0024,-0.2022,0
5778179,1.0000,-0.0003,-0.0004,0.0008,-0.0014,-0.0026,0.3169,-0.0372,-0.0802,9.5063,-0.0163,-0.0212,0.0474,-0.3594,0.9373,-1.3374,0.9793,-0.0035,0.0024,-0.2022,0
5778512,1.0000,-0.0003,-0.0004,0.0008,-0.0015,-0.0026,0.3170,-0.0403,-0.0810,9.5095,-0.0154,-0.0213,0.0469,-0.3555,0.9397,-1.3418,0.9793,-0.0035,0.0024,-0.2022,0
5778846,1.0000,-0.0003,-0.0003,0.0008,-0.0013,-0.0025,0.3174,-0.0345,-0.0773,9.5225,-0.0154,-0.0209,0.0452,-0.3599,0.9294,-1.3506,0.9793,-0.0035,0.0024,-0.2022,0
5779179,1.0000,-0.0003,-0.0003,0.0008,-0.0011,-0.0023,0.3172,-0.0312,-0.0725,9.5172,-0.0157,-0.0198,0.0474,-0.3589,0.9382,-1.3394,0.9793,-0.0035,0.0024,-0.2022,0
5779512,1.0000,-0.0003,-0.0004,0.0008,-0.0010,-0.0021,0.3170,-0.0278,-0.0669,9.5088,-0.0158,-0.0212,0.0461,-0.3550,0.9407,-1.3389,0.9793,-0.0035,0.0024,-0.2023,0
5779846,1.0000,-0.0003,-0.0003,0.0008,-0.0011,-0.0022,0.3173,-0.0301,-0.0678,9.5180,-0.0162,-0.0204,0.0476,-0.3608,0.9309,-1.3467,0.9793,-0.0035,0.0024,-0.2023,0
