DeviceTag: Movella DOT1,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 30,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 4,StartTime: 2025-05-28 11:00:02.246,© Movella Technologies B.V. 2005-2025
SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,Status
2054485,1.0000,0.0004,-0.0002,0.0003,0.0045,0.0038,0.3105,0.1364,0.1179,9.3153,0.0266,-0.0095,0.0160,0.2168,0.7307,-1.1433,0.9915,0.0070,-0.0060,0.1301,0.7108,-0.7898,14.9469,0
2054818,1.0000,0.0004,-0.0002,0.0003,0.0041,0.0034,0.3105,0.1243,0.1057,9.3158,0.0259,-0.0097,0.0160,0.2178,0.7278,-1.1438,0.9915,0.0070,-0.0060,0.1301,0.7090,-0.7890,14.9459,0
2055151,1.0000,0.0005,-0.0002,0.0003,0.0042,0.0035,0.3112,0.1273,0.1101,9.3345,0.0271,-0.0099,0.0164,0.2188,0.7302,-1.1443,0.9915,0.0070,-0.0060,0.1301,0.7096,-0.7887,14.9457,0
2055485,1.0000,0.0005,-0.0002,0.0003,0.0043,0.0038,0.3105,0.1312,0.1171,9.3158,0.0273,-0.0100,0.0167,0.2188,0.7307,-1.1458,0.9915,0.0070,-0.0060,0.1301,0.7104,-0.7884,14.9457,0
2055818,1.0000,0.0004,-0.0002,0.0003,0.0044,0.0038,0.3113,0.1320,0.1195,9.3378,0.0267,-0.0094,0.0161,0.2178,0.7297,-1.1467,0.9915,0.0070,-0.0060,0.1301,0.7103,-0.7872,14.9450,0
2056151,1.0000,0.0004,-0.0002,0.0003,0.0042,0.0036,0.3110,0.1288,0.1115,9.3296,0.0261,-0.0103,0.0154,0.2168,0.7302,-1.1418,0.9915,0.0070,-0.0060,0.1301,0.7090,-0.7875,14.9429,0
2056485,1.0000,0.0004,-0.0002,0.0003,0.0043,0.0033,0.3107,0.1296,0.1045,9.3212,0.0268,-0.0097,0.0162,0.2178,0.7307,-1.1501,0.9915,0.0070,-0.0060,0.1301,0.7089,-0.7868,14.9422,0
2056818,1.0000,0.0004,-0.0002,0.0003,0.0044,0.0035,0.3106,0.1349,0.1093,9.3165,0.0262,-0.0111,0.0172,0.2217,0.7288,-1.1428,0.9915,0.0070,-0.0060,0.1301,0.7078,-0.7886,14.9436,0
2057151,1.0000,0.0004,-0.0002,0.0003,0.0045,0.0036,0.3104,0.1371,0.1126,9.3129,0.0265,-0.0099,0.0159,0.2202,0.7317,-1.1443,0.9915,0.0070,-0.0060,0.1301,0.7073,-0.7882,14.9428,0
2057485,1.0000,0.0005,-0.0002,0.0003,0.0040,0.0038,0.3108,0.1214,0.1192,9.3227,0.0272,-0.0108,0.0160,0.2192,0.7283,-1.1443,0.9915,0.0070,-0.0060,0.1301,0.7081,-0.7896,14.9422,0
2057818,1.0000,0.0005,-0.0002,0.0003,0.0044,0.0035,0.3104,0.1326,0.1094,9.3115,0.0273,-0.0100,0.0169,0.2192,0.7292,-1.1443,0.9915,0.0070,-0.0060,0.1301,0.7090,-0.7895,14.9430,0
2058151,1.0000,0.0004,-0.0002,0.0003,0.0038,0.0037,0.3108,0.1172,0.1142,9.3234,0.0263,-0.0106,0.0167,0.2188,0.7297,-1.1482,0.9915,0.0070,-0.0060,0.1301,0.7080,-0.7905,14.9436,0
